relation,domains,ranges
trainer,"{'http://dbpedia.org/ontology/WaterPoloPlayer', 'http://dbpedia.org/ontology/HorseRider', 'http://dbpedia.org/ontology/VolleyballPlayer', 'http://dbpedia.org/ontology/RugbyPlayer', 'http://dbpedia.org/ontology/TableTennisPlayer', 'http://dbpedia.org/ontology/BadmintonPlayer', 'http://dbpedia.org/ontology/TeamMember', 'http://dbpedia.org/ontology/ChessPlayer', 'http://dbpedia.org/ontology/BasketballPlayer', 'http://dbpedia.org/ontology/HandballPlayer', 'http://dbpedia.org/ontology/NationalCollegiateAthleticAssociationAthlete', 'http://dbpedia.org/ontology/Rower', 'http://dbpedia.org/ontology/AthleticsPlayer', 'http://dbpedia.org/ontology/GolfPlayer', 'http://dbpedia.org/ontology/SquashPlayer', 'http://dbpedia.org/ontology/Surfer', 'http://dbpedia.org/ontology/AustralianRulesFootballPlayer', 'http://dbpedia.org/ontology/GaelicGamesPlayer', 'http://dbpedia.org/ontology/MartialArtist', 'http://dbpedia.org/ontology/Sailor', 'http://dbpedia.org/ontology/DartsPlayer', 'http://dbpedia.org/ontology/Wrestler', 'http://dbpedia.org/ontology/Bodybuilder', 'http://dbpedia.org/ontology/Cricketer', 'http://dbpedia.org/ontology/BaseballPlayer', 'http://dbpedia.org/ontology/Canoeist', 'http://dbpedia.org/ontology/ArcherPlayer', 'http://dbpedia.org/ontology/Cyclist', 'http://dbpedia.org/ontology/WinterSportPlayer', 'http://dbpedia.org/ontology/HighDiver', 'http://dbpedia.org/ontology/Boxer', 'http://dbpedia.org/ontology/NetballPlayer', 'http://dbpedia.org/ontology/PokerPlayer', 'http://dbpedia.org/ontology/SnookerPlayer', 'http://dbpedia.org/ontology/BullFighter', 'http://dbpedia.org/ontology/SoccerPlayer', 'http://dbpedia.org/ontology/Gymnast', 'http://dbpedia.org/ontology/TennisPlayer', 'http://dbpedia.org/ontology/LacrossePlayer', 'http://dbpedia.org/ontology/Jockey', 'http://dbpedia.org/ontology/Fencer', 'http://dbpedia.org/ontology/MotorsportRacer', 'http://dbpedia.org/ontology/Swimmer', 'http://dbpedia.org/ontology/GridironFootballPlayer'}","{'http://dbpedia.org/ontology/Cleric', 'http://dbpedia.org/ontology/Psychologist', 'http://dbpedia.org/ontology/PoliticianSpouse', 'http://dbpedia.org/ontology/Youtuber', 'http://dbpedia.org/ontology/Religious', 'http://dbpedia.org/ontology/Archeologist', 'http://dbpedia.org/ontology/Presenter', 'http://dbpedia.org/ontology/Athlete', 'http://dbpedia.org/ontology/HorseTrainer', 'http://dbpedia.org/ontology/Politician', 'http://dbpedia.org/ontology/TheatreDirector', 'http://dbpedia.org/ontology/MovieDirector', 'http://dbpedia.org/ontology/Academic', 'http://dbpedia.org/ontology/Writer', 'http://dbpedia.org/ontology/OfficeHolder', 'http://dbpedia.org/ontology/Artist', 'http://dbpedia.org/ontology/Royalty', 'http://dbpedia.org/ontology/Egyptologist', 'http://dbpedia.org/ontology/Noble', 'http://dbpedia.org/ontology/Spy', 'http://dbpedia.org/ontology/Coach', 'http://dbpedia.org/ontology/Linguist', 'http://dbpedia.org/ontology/Engineer', 'http://dbpedia.org/ontology/Referee', 'http://dbpedia.org/ontology/BeautyQueen', 'http://dbpedia.org/ontology/Monarch', 'http://dbpedia.org/ontology/TelevisionDirector', 'http://dbpedia.org/ontology/Man', 'http://dbpedia.org/ontology/Architect', 'http://dbpedia.org/ontology/PoliceOfficer', 'http://dbpedia.org/ontology/Criminal', 'http://dbpedia.org/ontology/Judge', 'http://dbpedia.org/ontology/Producer', 'http://dbpedia.org/ontology/Chef', 'http://dbpedia.org/ontology/SportsManager', 'http://dbpedia.org/ontology/MemberResistanceMovement', 'http://dbpedia.org/ontology/Scientist', 'http://dbpedia.org/ontology/DBpedian', 'http://dbpedia.org/ontology/Model', 'http://dbpedia.org/ontology/PlayboyPlaymate', 'http://dbpedia.org/ontology/OrganisationMember', 'http://dbpedia.org/ontology/MilitaryPerson', 'http://dbpedia.org/ontology/Philosopher', 'http://dbpedia.org/ontology/AmericanLeader', 'http://dbpedia.org/ontology/Economist', 'http://dbpedia.org/ontology/RomanEmperor', 'http://dbpedia.org/ontology/Journalist', 'http://dbpedia.org/ontology/Woman', 'http://dbpedia.org/ontology/Pilot', 'http://dbpedia.org/ontology/Astronaut', 'http://dbpedia.org/ontology/Lawyer', 'http://dbpedia.org/ontology/BusinessPerson', 'http://dbpedia.org/ontology/Aristocrat', 'http://dbpedia.org/ontology/Farmer'}"
architect,"{'http://dbpedia.org/ontology/Monument', 'http://dbpedia.org/ontology/Infrastucture', 'http://dbpedia.org/ontology/Tower', 'http://dbpedia.org/ontology/AmusementParkAttraction', 'http://dbpedia.org/ontology/Zoo', 'http://dbpedia.org/ontology/Arena', 'http://dbpedia.org/ontology/Pyramid', 'http://dbpedia.org/ontology/MilitaryStructure', 'http://dbpedia.org/ontology/Mill', 'http://dbpedia.org/ontology/Tunnel', 'http://dbpedia.org/ontology/Infrastructure', 'http://dbpedia.org/ontology/Square', 'http://dbpedia.org/ontology/Building', 'http://dbpedia.org/ontology/SportFacility'}",set()
showJudge,set(),"{'http://dbpedia.org/ontology/Cleric', 'http://dbpedia.org/ontology/Psychologist', 'http://dbpedia.org/ontology/PoliticianSpouse', 'http://dbpedia.org/ontology/Youtuber', 'http://dbpedia.org/ontology/Religious', 'http://dbpedia.org/ontology/Archeologist', 'http://dbpedia.org/ontology/Presenter', 'http://dbpedia.org/ontology/Athlete', 'http://dbpedia.org/ontology/HorseTrainer', 'http://dbpedia.org/ontology/Politician', 'http://dbpedia.org/ontology/TheatreDirector', 'http://dbpedia.org/ontology/MovieDirector', 'http://dbpedia.org/ontology/Academic', 'http://dbpedia.org/ontology/Writer', 'http://dbpedia.org/ontology/OfficeHolder', 'http://dbpedia.org/ontology/Artist', 'http://dbpedia.org/ontology/Royalty', 'http://dbpedia.org/ontology/Egyptologist', 'http://dbpedia.org/ontology/Noble', 'http://dbpedia.org/ontology/Spy', 'http://dbpedia.org/ontology/Coach', 'http://dbpedia.org/ontology/Linguist', 'http://dbpedia.org/ontology/Engineer', 'http://dbpedia.org/ontology/Referee', 'http://dbpedia.org/ontology/BeautyQueen', 'http://dbpedia.org/ontology/Monarch', 'http://dbpedia.org/ontology/TelevisionDirector', 'http://dbpedia.org/ontology/Man', 'http://dbpedia.org/ontology/Architect', 'http://dbpedia.org/ontology/PoliceOfficer', 'http://dbpedia.org/ontology/Criminal', 'http://dbpedia.org/ontology/Judge', 'http://dbpedia.org/ontology/Producer', 'http://dbpedia.org/ontology/Chef', 'http://dbpedia.org/ontology/SportsManager', 'http://dbpedia.org/ontology/MemberResistanceMovement', 'http://dbpedia.org/ontology/Scientist', 'http://dbpedia.org/ontology/DBpedian', 'http://dbpedia.org/ontology/Model', 'http://dbpedia.org/ontology/PlayboyPlaymate', 'http://dbpedia.org/ontology/OrganisationMember', 'http://dbpedia.org/ontology/MilitaryPerson', 'http://dbpedia.org/ontology/Philosopher', 'http://dbpedia.org/ontology/AmericanLeader', 'http://dbpedia.org/ontology/Economist', 'http://dbpedia.org/ontology/RomanEmperor', 'http://dbpedia.org/ontology/Journalist', 'http://dbpedia.org/ontology/Woman', 'http://dbpedia.org/ontology/Pilot', 'http://dbpedia.org/ontology/Astronaut', 'http://dbpedia.org/ontology/Lawyer', 'http://dbpedia.org/ontology/BusinessPerson', 'http://dbpedia.org/ontology/Aristocrat', 'http://dbpedia.org/ontology/Farmer'}"
servingRailwayLine,"{'http://dbpedia.org/ontology/MetroStation', 'http://dbpedia.org/ontology/RouteStop', 'http://dbpedia.org/ontology/TramStation', 'http://dbpedia.org/ontology/RailwayStation'}",set()
mouthMountain,set(),set()
picture,set(),set()
city,set(),"{'http://dbpedia.org/ontology/CapitalOfRegion', 'http://dbpedia.org/ontology/Capital'}"
mouthPlace,set(),"{'http://dbpedia.org/ontology/State', 'http://dbpedia.org/ontology/Island', 'http://dbpedia.org/ontology/Continent', 'http://dbpedia.org/ontology/Street', 'http://dbpedia.org/ontology/Territory', 'http://dbpedia.org/ontology/Intercommunality', 'http://dbpedia.org/ontology/Community', 'http://dbpedia.org/ontology/GatedCommunity', 'http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/Agglomeration', 'http://dbpedia.org/ontology/Region', 'http://dbpedia.org/ontology/Country', 'http://dbpedia.org/ontology/Locality'}"
fastestDriverTeam,set(),"{'http://dbpedia.org/ontology/BaseballTeam', 'http://dbpedia.org/ontology/HandballTeam', 'http://dbpedia.org/ontology/CyclingTeam', 'http://dbpedia.org/ontology/FormulaOneTeam', 'http://dbpedia.org/ontology/AustralianFootballTeam', 'http://dbpedia.org/ontology/AmericanFootballTeam', 'http://dbpedia.org/ontology/HockeyTeam', 'http://dbpedia.org/ontology/CanadianFootballTeam', 'http://dbpedia.org/ontology/SpeedwayTeam', 'http://dbpedia.org/ontology/CricketTeam', 'http://dbpedia.org/ontology/BasketballTeam'}"
mouthCountry,set(),{'http://dbpedia.org/ontology/HistoricalCountry'}
map,"{'http://dbpedia.org/ontology/CountrySeat', 'http://dbpedia.org/ontology/Park', 'http://dbpedia.org/ontology/NaturalPlace', 'http://dbpedia.org/ontology/ProtectedArea', 'http://dbpedia.org/ontology/PopulatedPlace', 'http://dbpedia.org/ontology/قبرستان', 'http://dbpedia.org/ontology/ConcentrationCamp', 'http://dbpedia.org/ontology/CelestialBody', 'http://dbpedia.org/ontology/SiteOfSpecialScientificInterest', 'http://dbpedia.org/ontology/WineRegion', 'http://dbpedia.org/ontology/Cemetery', 'http://dbpedia.org/ontology/Mine', 'http://dbpedia.org/ontology/HistoricPlace', 'http://dbpedia.org/ontology/Garden', 'http://dbpedia.org/ontology/WorldHeritageSite'}",set()
wineRegion,set(),set()
animator,"{'http://dbpedia.org/ontology/Anime', 'http://dbpedia.org/ontology/HollywoodCartoon'}","{'http://dbpedia.org/ontology/Family', 'http://dbpedia.org/ontology/Employer', 'http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/Deity', 'http://dbpedia.org/ontology/FictionalCharacter'}"
animal,set(),"{'http://dbpedia.org/ontology/Reptile', 'http://dbpedia.org/ontology/Fish', 'http://dbpedia.org/ontology/Crustacean', 'http://dbpedia.org/ontology/Mammal', 'http://dbpedia.org/ontology/Bird', 'http://dbpedia.org/ontology/Mollusca', 'http://dbpedia.org/ontology/Arachnid', 'http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/Amphibian', 'http://dbpedia.org/ontology/Insect'}"
secondDriver,set(),"{'http://dbpedia.org/ontology/Cleric', 'http://dbpedia.org/ontology/Psychologist', 'http://dbpedia.org/ontology/PoliticianSpouse', 'http://dbpedia.org/ontology/Youtuber', 'http://dbpedia.org/ontology/Religious', 'http://dbpedia.org/ontology/Archeologist', 'http://dbpedia.org/ontology/Presenter', 'http://dbpedia.org/ontology/Athlete', 'http://dbpedia.org/ontology/HorseTrainer', 'http://dbpedia.org/ontology/Politician', 'http://dbpedia.org/ontology/TheatreDirector', 'http://dbpedia.org/ontology/MovieDirector', 'http://dbpedia.org/ontology/Academic', 'http://dbpedia.org/ontology/Writer', 'http://dbpedia.org/ontology/OfficeHolder', 'http://dbpedia.org/ontology/Artist', 'http://dbpedia.org/ontology/Royalty', 'http://dbpedia.org/ontology/Egyptologist', 'http://dbpedia.org/ontology/Noble', 'http://dbpedia.org/ontology/Spy', 'http://dbpedia.org/ontology/Coach', 'http://dbpedia.org/ontology/Linguist', 'http://dbpedia.org/ontology/Engineer', 'http://dbpedia.org/ontology/Referee', 'http://dbpedia.org/ontology/BeautyQueen', 'http://dbpedia.org/ontology/Monarch', 'http://dbpedia.org/ontology/TelevisionDirector', 'http://dbpedia.org/ontology/Man', 'http://dbpedia.org/ontology/Architect', 'http://dbpedia.org/ontology/PoliceOfficer', 'http://dbpedia.org/ontology/Criminal', 'http://dbpedia.org/ontology/Judge', 'http://dbpedia.org/ontology/Producer', 'http://dbpedia.org/ontology/Chef', 'http://dbpedia.org/ontology/SportsManager', 'http://dbpedia.org/ontology/MemberResistanceMovement', 'http://dbpedia.org/ontology/Scientist', 'http://dbpedia.org/ontology/DBpedian', 'http://dbpedia.org/ontology/Model', 'http://dbpedia.org/ontology/PlayboyPlaymate', 'http://dbpedia.org/ontology/OrganisationMember', 'http://dbpedia.org/ontology/MilitaryPerson', 'http://dbpedia.org/ontology/Philosopher', 'http://dbpedia.org/ontology/AmericanLeader', 'http://dbpedia.org/ontology/Economist', 'http://dbpedia.org/ontology/RomanEmperor', 'http://dbpedia.org/ontology/Journalist', 'http://dbpedia.org/ontology/Woman', 'http://dbpedia.org/ontology/Pilot', 'http://dbpedia.org/ontology/Astronaut', 'http://dbpedia.org/ontology/Lawyer', 'http://dbpedia.org/ontology/BusinessPerson', 'http://dbpedia.org/ontology/Aristocrat', 'http://dbpedia.org/ontology/Farmer'}"
designCompany,set(),"{'http://dbpedia.org/ontology/LawFirm', 'http://dbpedia.org/ontology/Bank', 'http://dbpedia.org/ontology/Caterer', 'http://dbpedia.org/ontology/RecordLabel', 'http://dbpedia.org/ontology/PublicTransitSystem', 'http://dbpedia.org/ontology/Winery', 'http://dbpedia.org/ontology/Publisher', 'http://dbpedia.org/ontology/Brewery'}"
relative,"{'http://dbpedia.org/ontology/Cleric', 'http://dbpedia.org/ontology/Psychologist', 'http://dbpedia.org/ontology/PoliticianSpouse', 'http://dbpedia.org/ontology/Youtuber', 'http://dbpedia.org/ontology/Religious', 'http://dbpedia.org/ontology/Archeologist', 'http://dbpedia.org/ontology/Presenter', 'http://dbpedia.org/ontology/Athlete', 'http://dbpedia.org/ontology/HorseTrainer', 'http://dbpedia.org/ontology/Politician', 'http://dbpedia.org/ontology/TheatreDirector', 'http://dbpedia.org/ontology/MovieDirector', 'http://dbpedia.org/ontology/Academic', 'http://dbpedia.org/ontology/Writer', 'http://dbpedia.org/ontology/OfficeHolder', 'http://dbpedia.org/ontology/Artist', 'http://dbpedia.org/ontology/Royalty', 'http://dbpedia.org/ontology/Egyptologist', 'http://dbpedia.org/ontology/Noble', 'http://dbpedia.org/ontology/Spy', 'http://dbpedia.org/ontology/Coach', 'http://dbpedia.org/ontology/Linguist', 'http://dbpedia.org/ontology/Engineer', 'http://dbpedia.org/ontology/Referee', 'http://dbpedia.org/ontology/BeautyQueen', 'http://dbpedia.org/ontology/Monarch', 'http://dbpedia.org/ontology/TelevisionDirector', 'http://dbpedia.org/ontology/Man', 'http://dbpedia.org/ontology/Architect', 'http://dbpedia.org/ontology/PoliceOfficer', 'http://dbpedia.org/ontology/Criminal', 'http://dbpedia.org/ontology/Judge', 'http://dbpedia.org/ontology/Producer', 'http://dbpedia.org/ontology/Chef', 'http://dbpedia.org/ontology/SportsManager', 'http://dbpedia.org/ontology/MemberResistanceMovement', 'http://dbpedia.org/ontology/Scientist', 'http://dbpedia.org/ontology/DBpedian', 'http://dbpedia.org/ontology/Model', 'http://dbpedia.org/ontology/PlayboyPlaymate', 'http://dbpedia.org/ontology/OrganisationMember', 'http://dbpedia.org/ontology/MilitaryPerson', 'http://dbpedia.org/ontology/Philosopher', 'http://dbpedia.org/ontology/AmericanLeader', 'http://dbpedia.org/ontology/Economist', 'http://dbpedia.org/ontology/RomanEmperor', 'http://dbpedia.org/ontology/Journalist', 'http://dbpedia.org/ontology/Woman', 'http://dbpedia.org/ontology/Pilot', 'http://dbpedia.org/ontology/Astronaut', 'http://dbpedia.org/ontology/Lawyer', 'http://dbpedia.org/ontology/BusinessPerson', 'http://dbpedia.org/ontology/Aristocrat', 'http://dbpedia.org/ontology/Farmer'}","{'http://dbpedia.org/ontology/Cleric', 'http://dbpedia.org/ontology/Psychologist', 'http://dbpedia.org/ontology/PoliticianSpouse', 'http://dbpedia.org/ontology/Youtuber', 'http://dbpedia.org/ontology/Religious', 'http://dbpedia.org/ontology/Archeologist', 'http://dbpedia.org/ontology/Presenter', 'http://dbpedia.org/ontology/Athlete', 'http://dbpedia.org/ontology/HorseTrainer', 'http://dbpedia.org/ontology/Politician', 'http://dbpedia.org/ontology/TheatreDirector', 'http://dbpedia.org/ontology/MovieDirector', 'http://dbpedia.org/ontology/Academic', 'http://dbpedia.org/ontology/Writer', 'http://dbpedia.org/ontology/OfficeHolder', 'http://dbpedia.org/ontology/Artist', 'http://dbpedia.org/ontology/Royalty', 'http://dbpedia.org/ontology/Egyptologist', 'http://dbpedia.org/ontology/Noble', 'http://dbpedia.org/ontology/Spy', 'http://dbpedia.org/ontology/Coach', 'http://dbpedia.org/ontology/Linguist', 'http://dbpedia.org/ontology/Engineer', 'http://dbpedia.org/ontology/Referee', 'http://dbpedia.org/ontology/BeautyQueen', 'http://dbpedia.org/ontology/Monarch', 'http://dbpedia.org/ontology/TelevisionDirector', 'http://dbpedia.org/ontology/Man', 'http://dbpedia.org/ontology/Architect', 'http://dbpedia.org/ontology/PoliceOfficer', 'http://dbpedia.org/ontology/Criminal', 'http://dbpedia.org/ontology/Judge', 'http://dbpedia.org/ontology/Producer', 'http://dbpedia.org/ontology/Chef', 'http://dbpedia.org/ontology/SportsManager', 'http://dbpedia.org/ontology/MemberResistanceMovement', 'http://dbpedia.org/ontology/Scientist', 'http://dbpedia.org/ontology/DBpedian', 'http://dbpedia.org/ontology/Model', 'http://dbpedia.org/ontology/PlayboyPlaymate', 'http://dbpedia.org/ontology/OrganisationMember', 'http://dbpedia.org/ontology/MilitaryPerson', 'http://dbpedia.org/ontology/Philosopher', 'http://dbpedia.org/ontology/AmericanLeader', 'http://dbpedia.org/ontology/Economist', 'http://dbpedia.org/ontology/RomanEmperor', 'http://dbpedia.org/ontology/Journalist', 'http://dbpedia.org/ontology/Woman', 'http://dbpedia.org/ontology/Pilot', 'http://dbpedia.org/ontology/Astronaut', 'http://dbpedia.org/ontology/Lawyer', 'http://dbpedia.org/ontology/BusinessPerson', 'http://dbpedia.org/ontology/Aristocrat', 'http://dbpedia.org/ontology/Farmer'}"
capital,"{'http://dbpedia.org/ontology/State', 'http://dbpedia.org/ontology/Island', 'http://dbpedia.org/ontology/Continent', 'http://dbpedia.org/ontology/Street', 'http://dbpedia.org/ontology/Territory', 'http://dbpedia.org/ontology/Intercommunality', 'http://dbpedia.org/ontology/Community', 'http://dbpedia.org/ontology/GatedCommunity', 'http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/Agglomeration', 'http://dbpedia.org/ontology/Region', 'http://dbpedia.org/ontology/Country', 'http://dbpedia.org/ontology/Locality'}","{'http://dbpedia.org/ontology/CapitalOfRegion', 'http://dbpedia.org/ontology/Capital'}"
nationalAffiliation,set(),set()
part,set(),set()
manufacturer,set(),"{'http://dbpedia.org/ontology/Company', 'http://dbpedia.org/ontology/MilitaryUnit', 'http://dbpedia.org/ontology/PoliticalParty', 'http://dbpedia.org/ontology/SportsClub', 'http://dbpedia.org/ontology/Non-ProfitOrganisation', 'http://dbpedia.org/ontology/EmployersOrganisation', 'http://dbpedia.org/ontology/GeopoliticalOrganisation', 'http://dbpedia.org/ontology/TermOfOffice', 'http://dbpedia.org/ontology/Parliament', 'http://dbpedia.org/ontology/TradeUnion', 'http://dbpedia.org/ontology/SambaSchool', 'http://dbpedia.org/ontology/InternationalOrganisation', 'http://dbpedia.org/ontology/Legislature', 'http://dbpedia.org/ontology/SportsLeague', 'http://dbpedia.org/ontology/EducationalInstitution', 'http://dbpedia.org/ontology/GovernmentAgency', 'http://dbpedia.org/ontology/SportsTeam', 'http://dbpedia.org/ontology/ReligiousOrganisation', 'http://dbpedia.org/ontology/Broadcaster', 'http://dbpedia.org/ontology/Group'}"
managerClub,"{'http://dbpedia.org/ontology/WaterPoloPlayer', 'http://dbpedia.org/ontology/HorseRider', 'http://dbpedia.org/ontology/VolleyballPlayer', 'http://dbpedia.org/ontology/RugbyPlayer', 'http://dbpedia.org/ontology/TableTennisPlayer', 'http://dbpedia.org/ontology/BadmintonPlayer', 'http://dbpedia.org/ontology/TeamMember', 'http://dbpedia.org/ontology/ChessPlayer', 'http://dbpedia.org/ontology/BasketballPlayer', 'http://dbpedia.org/ontology/HandballPlayer', 'http://dbpedia.org/ontology/NationalCollegiateAthleticAssociationAthlete', 'http://dbpedia.org/ontology/Rower', 'http://dbpedia.org/ontology/AthleticsPlayer', 'http://dbpedia.org/ontology/GolfPlayer', 'http://dbpedia.org/ontology/SquashPlayer', 'http://dbpedia.org/ontology/Surfer', 'http://dbpedia.org/ontology/AustralianRulesFootballPlayer', 'http://dbpedia.org/ontology/GaelicGamesPlayer', 'http://dbpedia.org/ontology/MartialArtist', 'http://dbpedia.org/ontology/Sailor', 'http://dbpedia.org/ontology/DartsPlayer', 'http://dbpedia.org/ontology/Wrestler', 'http://dbpedia.org/ontology/Bodybuilder', 'http://dbpedia.org/ontology/Cricketer', 'http://dbpedia.org/ontology/BaseballPlayer', 'http://dbpedia.org/ontology/Canoeist', 'http://dbpedia.org/ontology/ArcherPlayer', 'http://dbpedia.org/ontology/Cyclist', 'http://dbpedia.org/ontology/WinterSportPlayer', 'http://dbpedia.org/ontology/HighDiver', 'http://dbpedia.org/ontology/Boxer', 'http://dbpedia.org/ontology/NetballPlayer', 'http://dbpedia.org/ontology/PokerPlayer', 'http://dbpedia.org/ontology/SnookerPlayer', 'http://dbpedia.org/ontology/BullFighter', 'http://dbpedia.org/ontology/SoccerPlayer', 'http://dbpedia.org/ontology/Gymnast', 'http://dbpedia.org/ontology/TennisPlayer', 'http://dbpedia.org/ontology/LacrossePlayer', 'http://dbpedia.org/ontology/Jockey', 'http://dbpedia.org/ontology/Fencer', 'http://dbpedia.org/ontology/MotorsportRacer', 'http://dbpedia.org/ontology/Swimmer', 'http://dbpedia.org/ontology/GridironFootballPlayer'}","{'http://dbpedia.org/ontology/BaseballTeam', 'http://dbpedia.org/ontology/HandballTeam', 'http://dbpedia.org/ontology/CyclingTeam', 'http://dbpedia.org/ontology/FormulaOneTeam', 'http://dbpedia.org/ontology/AustralianFootballTeam', 'http://dbpedia.org/ontology/AmericanFootballTeam', 'http://dbpedia.org/ontology/HockeyTeam', 'http://dbpedia.org/ontology/CanadianFootballTeam', 'http://dbpedia.org/ontology/SpeedwayTeam', 'http://dbpedia.org/ontology/CricketTeam', 'http://dbpedia.org/ontology/BasketballTeam'}"
